QueryText,KccAns
farmer asked query on  cotton pink boll worm management ," ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on bacterial blight management in cotton ,--recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
farmer asked query about sucking pest management ( white fly management ) in cotton,"recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
  farmer asked query on sucking pest management in cotton-maly bugs,"recommended to spray profenofos  (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query on pest management in cotton-white fly,"recommended to spray flonicamid  75 grams /200 litres of water / acre  
 ఫ్లూనికామిడ్ 75 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about red mite control in cotton?,"recommended to spray  propargite   (omite/simba) 200 ml /200 litres of water / acre  
ప్రాపర్గైట్  200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
 recommended to spray  spiromesifen  (oberon) 200 ml/200 litres of water /acre
 స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి "
farmer asked query on pink boll worm management in cotton ? ,"-recommended to spray bifenthrin (marker) 400 ml /200 litres of water /acre  
  బైఫెన్ త్రిన్ 400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి. 
"
   farmer asked query on fertilizer application in cotton 90 days old crop,recommended to urea-30kg+mop-20kg/acre in cotton
farmer asked query on mealybug management in cotton ? ,-recommended to spray oxy dematon methyl (metasystox)  400 ml / 200 litres of water / acre   ఆక్సీ డెమటాన్ మిథైల్  మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
farmer asked query on caterpillar control in cotton-pink boll worm,"recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water / acre  
లాంబ్డా సైహలోత్రిన్  400 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked about aphids control in cotton?,recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"   farmer asked query on disease management in  leaf spot in cotton crop ?
","recommended to spray propiconazole (tilt) 200 ml/200 liters of water/acre
"
farmer asked query on jassids management in cotton  ? ,"-recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre 
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాక పిచికారి చేయాలి.
- recommended to spray azadirhachtin 5 ml / 1 litre of water. 
"
farmer asked query on pin boll worm management in cotton ?,"-recommended to spray lambda cyhalothrin + thiamethoxam (alika) 80 ml /200 litres of water / acre
లాంబ్డా సైహలోత్రిన్ 9.5% +  థయోమిథాక్జొమ్ 12.6% ,   80 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
tobacco cutworm and mite management in cotton,"recommended to spray  spiromesifen  (oberon) 200 ml/200 litres of water /acre స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on pink bollworm control in cotton,"  recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి  "
   farmer asked query on sucking pest management in cotton,"recommended to spray flonicamid (ulala,panama) 75 grams /200 litres of water / acre  
 ఫ్లూనికామిడ్ 75 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
   farmer asked query on fertilizer management in cotton,recommended to urea-50kg+mop-20kg/acre
farmer asked query about pest management ( pink boll worm management ) in cotton,"recommended to spray flubendiamide (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"
   farmer asked query on myrothecium leaf spots  disease management in   cotton

","    recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
farmer asked query on myrothecium leaf spot  disease management in  cotton,"    recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
famer asked query on borers pink boll worm ( cotton crop ) ?,"ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about disease management ( leaf spot management) in cotton,"recommended to spray propiconazole (tilt)    200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
 farmer asked query on leaf spots disease management in  cotton,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
farmer asked about lambda cyhalothrin 4.9% cs uses in cotton?,lambda cyhalothrin 4.9% cs a synthetic pyrethroid having contact and stomach mode of action. it has a new technology due to which it gives long duration control. it renders good control over bollworm in cotton. 
farmer asked query on pink bollworm managemenet in cotton ,"recommended to spray emamectin benzoate (proclime) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about keefun (tolfenpyrad 15% ec) uses in cotton?,"keefun has been developed to control wide range of insect pests viz hoppers, aphids, diamondback moth, tobacco caterpillar (spodoptera), bugs, and scale insects"
farmer asked about neem oil spray in cotton?,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  

"
farmer asked about wilt management in cotton?,"recommended to spray copper oxychloride  (blitox) 600 gr +streptocycline   20 gram  / 200 litres of water /acre   
"
"

  farmer asked query on fertilizer application in cotton-60 days old crop
",recommended to urea-50kg+mop-20kg/acre
 farmer asked query on american  bollworm  control in cotton," recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on fertilizer management in cotton,recommended to  urea-30kg+mop-20kg/acre
"farmer asked query on pink bollworm  management in  cotton ?
","recommended to spray emamectin benzoate (procline) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on pink boll worm in cotton crop ?,"థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on shoot weevil control in cotton," recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి"
"farmer asked query on mites  management in cotton crop
","recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on pink bollworm control in cotton ,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
 recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  "
"farmer asked query about reddening of leaves in cotton
","recommended to spray borax 3 grams/1 litre of water (600gr/acre/200 lit water)
"
"famer asked query on nutrient management in cotton crop ?
"," recommended to spray naa( planofix )@50ml /200 ml per acre
"
farmer asked query on  pink boll worm management   in cotton ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on boll dropping management in cotton ?," recommended to spray planofix @50-70 /200 ml per acre
"
famer asked query on  stem rot in cotton crop ? ,"recommended to drench copper oxychloride  (blitox) 600 gr +streptocycline   20 gram  / 200 litres of water /acre   
"
farmer  asked query  on pink bollworm  management in cotton ,"recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about sucking pest management ( white fly and jassids) in cotton,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked query on can boran and inseticide be sprayed together ,--recommended to spray boran and insecticide separately with 2 days gap
farmer asked query on american bollworm management in cotton,"recommended to spray profenofos (curacron) 400 ml/200 litres of water / acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
 recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి"
cotton bacterial leaf blight management ," recommended  to spray copper oxy chloride  600 grams +streptocycline   20 gram  / 200 litres of water /acre  
కాపర్ ఆక్సీక్లోరైడ్   600  గ్రాములు + స్టెఫ్టోసైక్లిన్  20  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
" farmer asked query on pink bollworm management in  cotton
 "," recommended to spray thiodicarb (larvin) 1.5 gram / 1 liter of water 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about pest management in cotton ( pink boll worm ),"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about pest management in cotton ( caterpillar management ) ,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
  farmer asked query on borer/caterpillar control in cotton," recommended to spray    novaluran  (rimon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
or
recommended to spray emamectin benzoate   (proclaim )  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
  cotton fruit rot management ,"ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about  delegate and spinosad uses?,spinosad and delegate are used for control of caterpillars or borers.
farmer asked query about precautions for pest management.,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
"
farmer asked query about cotton pest management in cotton,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on pink boll worm management in cotton crop?,"recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on aphid  management in cotton,"recommended to spray dimethoate  (roger) 400 ml /200 litres of water /acre డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  "
"famer asked query on sucking pest management in cotton ( mites )
"," నీటిలో కరిగే గంధకం పొడి    600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on fertilizer  management in cotton crop,"recommended to apply 25 kg of urea , 13 kg of mop /acre"
farmer asked query on sucking pest control in paddy,recommended to spray  fipronil  +imidacloprid (police) 100 grams/200 litres of water /acre  
farmer asked query on bacterial leaf spot management in cotton ,"--recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
farmer asked query on cercospora   leaf spots disease management in   cotton,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
   farmer asked query on borer/caterpillar control in cotton,"  recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి

"
"   farmer asked query on pink boll worm  
","--ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"   farmer asked query on sucking pest control in mealy bug 
"," ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
 farmer asked query on pink bollworm  control in cotton,"recommended to spray    novaluran  (rimon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
 recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query on flower dropping in cotton,"recommended to spray napthalin acetic acid (planofix)50 ml/ 200 litres of water /acre   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
"
farmer asked query about can baking soda control mealy bugs in cotton,"applying a dusting of baking soda mixed with water, mealybugs get in contact with them. they will die. they won't be able to lay any more eggs. it may take a couple of days, but over time the mealybugs will disappear."
   farmer asked query on borers and caterpillar management in cotton," recommended to spray thiodicarb (larvin) 1.5 gram / 1 liter of water 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
   farmer asked query on disease management in cotton ( leaf spot management),"recommended to spray mancozeb (m-45) 600 grams / 200 litres of water / acre   
మాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున  ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked about jassids and aphids control in cotton?,"recommended to spray imidacloprid (confidor) 80 ml /200 litres of water / acre       ఇమిడాక్లోప్రిడ్  80 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query on fusarium wilt  disease management in  cotton,"recommended to spray carbendazim   (bavistin) 200  grams/  200 litres of water /acre   
కార్బెండజిం  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
   farmer asked query on pink bollworm control in cotton," recommended to spray thiodicarb (larvin) 300 gr/ 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
famer asked query on borer management in cotton crop ?,"నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on pink bollworm  management in cotton?,"recommended to spray thiodicarb (larvin) 1.5 gram / 1 liter of water 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about sucking pest management in cotton ( jassids management ),"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి "
farmer asked query on wilt in cotton,"recommended to drench copper oxy chloride  3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
recommended to spray propiconazole (tilt)    200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on flower drying management in cotton ?,guntur agriculture research station -9989625207 
farmer asked query about pest management ( caterpillar) in cotton," recommended to spray thiodicarb (larvin) 1.5 gram / 1 liter of water 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on pinkbollworm management in cotton ?,"recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer aske query on pink boll worm management in cotton," recommended to spray  ( chlorantraniliprole + lambda-cyhalothrin )(ampligo) 
100 ml / 150-200 lit water/acre  
అంప్లీగో ( క్లోరాంత్రనిలిప్రోల్  + లాంబ్డా సైహలోత్రిన్  )  100 మిల్లి లీటర్లు   /150 -200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి  
                                                or
recommended to spray emamectin benzoate   (proclaim )  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query on  leaf spots disease management in  cotton,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
farmer asked query on fertilizer application in cotton ,recommended to urea-30kg+mop-20kg/acre
farmer asked query borer management in cotton,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on mites management in cotton?,"-recommended to spray ethion (phosmit) 300 ml /200 litres of water /acre  
ఇథియాన్ 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query on sucking pest management in cotton crop?,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
"
     farmer asked query on borer/caterpillar control in cotton 
",recommended to spray chlorantanilliprole ( coragin) 60 ml per acre with 200 lit of  water
farmer asked query on weed management in cotton ?,-does not recommended after 30 days after planting .
 farmer asked query on whitefly management in cotton,recommended to apply cyantraniliprole (benevia) 240ml/200liter of water/acre
farmer asked query about mealy bug management,"recommended to spray profenofos (curacron) 400 ml/200 litres of water / acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on thrips management in cotton,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre 
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాక పిచికారి చేయాలి 
"
  farmer asked query on whitefly  management in  cotton,"recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre 
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాక పిచికారి చేయాలి 
"
"   farmer asked query on sucking pest control in cotton
","అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on sucking pest management in paddy crop,"recommended to spray acephate (startheen) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
   farmer asked query on borer/caterpillar control in cotton-pink boll worm,recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water /  acre  లాంబ్డా సైహలోత్రిన్  400 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
farmer asked query sucking pest management in cotton ?,"-recommended to spray flonicamid (ulala) 75 grams /200 litres of water /  ఫ్లూనికామిడ్ 75 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
-వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి.  "
farmer asked query on pest management in cotton -pink boll worm,recommended to spray lambda cyhalothrin 400 ml /200 litres of water /  acre  లాంబ్డా సైహలోత్రిన్  400 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
farmer asked query reddening of leaves due to high dosage of herbicide,--recommended to give sugar water 2 kg per 200 liters per one acre.
farmer asked query on pink bollworm in cotton,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on sucking pest management in cotton ( white fly management) ,"recommended to spray difenthiuron (pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
 farmer asked query on sucking pest management in cotton-white flys," recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  +
    recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి  
"
  farmer asked query on sucking pest management in cotton ( white fly management ),"recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked query on leaf spots  disease management in  cotton,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
famer asked query on pink boll worm in cotton crop ?," ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
famer asked query on sucking pest management in  cotton  crop ?,"అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 	
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
