QueryText,KccAns
"farmer asked query on leaf spot management in groundnut
","-recommended to spray  tebuconazole 50% + trifloxystrobin 25% wg (bayer nativo) - 160 grams / 200 liters of water/acre
టెబుకోనజోల్ 50% + ట్రైఫ్లోక్సీస్ట్రోబిన్ 25% wg (బెయర్  నాటివో) 160 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి(pm)"
query on fertilizer application in groundnut ,"ఎకరానికి 100 కిలోల సూపర్ ఫాస్ఫేట్, 33 కిలోల మ్యూరేట్ ఆఫ్ పొటాష్ మరియు 18 కిలోల యూరియాను విత్తే సమయంలో వేసుకోవాలి. విత్తిన 30 రోజుల తర్వాత తొలి పూత దశలో మరో 10-15 కిలోల యూరియాను వేసుకోవాలి. ఎకరానికి 200 కిలోల జిప్సమ్ ను పూత దశ పూర్తియి ఊడలు దిగే సమయంలో మొదళ్ళ దగ్గర వేసి మట్టిని ఎగదోయాలి. విత్తిని 45 రోజుల తర్వాత ఎట్టువంటి అంతర సేద్యం చేయరాదు."
query on disease management in groundnut,"recommended to spray mancozeb  (m-45) 600 grams / 200 litres of water / acre   
కలిమాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున పి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query on  borer/caterpillar management in groundnut?,ఎమామెక్టిన్  బెంజోయేట్ (ప్రొక్లైమ్) 90 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
tikka leaf spot managemen tin groundnut crop,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
sucking pest in groundnut management ,అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
sucking pest management in groundnut crop,"తామర, పచ్చదీపపు పురుగులు నివారణకు మొనోక్రోటోఫాస్ 320 మి.లీ. + వేప నూనె 1 లీ. + ఒక కిలో సబ్బు పొడి 200 లీ. నీటిలో కలిపి ఒక ఎకరాకు పిచికారి చేసుకోవాలి. ధయోమిథాక్సామ్ 100 గ్రా. చొప్పున 200 లీ. నీటిలో కలిపి పిచికారి చేసుకోవాలి."
farmer asked query on compatibility test between insecticide chlorpyrifos and fertilizer nano urea  ?,recommended to go for  compatibility test between insecticide chlorpyrifos and fertilizer nano urea  
farmer asked query on compatability of amister top and lancer gold insecticide and validamycine in ground nut,recommneded to please go for any two chemicals for better results in ground nut
farmer asked query on tikka leaf spots  disease management in ground nut,"recommended to spray (hexaconazole+zineb) (avatar) 500 grams / 200 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on nutrient management in ground nut ,"recommended to spray 19-19-19 1 kg/acre
and agromin max 600 gm/acre "
farmer asked query on  stem rot disease management in ground nut,"recommended to spray ( carbendazim +mancozeb )  saaf 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాల
"
 farmer asked query on borer  control  in groundnut,"recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
caterpillar managemeent in groundnut ,"recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి  (+)

recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
" farmer asked query on borer  management in ground nut- root grub
","recommended to apply carbofuran 3g granules 8-10 kg/acre
"
farmer asked quer on root rot management in ground nut,-recommended to drench copper oxychloride  (blitox) 3 grams / 1 litre of water  కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
" farmer asked query on borer  management in ground nut - root grub
"," recommended to spray  chlorpyrifos  20ec (corabon/predator) 500 ml/200 litres of water / acre   (50ec - 320ml/acre)
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 

 recommended to apply  phorate  10g granules  5 kg per acre   
ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
"
farmer asked about how to control dyeing of plants in groundnut crop before sowing,suggest to treat with trichoderma viridi 2kgs per acre
farmer asked query on stem rot disease management in ground nut,"recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
fertilizer managemenet in groundnut, recommended dosage
"farmer asked query on nutrient management in groundnut 
",recommended  gysum 200kg  / acre
farmer asked  query about on tobacco caterpillar management in ground nut ,recommended to spray quinolphos  (elkos )2ml/1 ltr of water 400 ml/200  ltrs of water/acre
groundnut leaf spot control management?,"recommended to spray propiconazole (tilt) 200 ml/200 liters of water/acre
"
farmer asked about sucking pest control in groundnut ?,"recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
caterpillar managemenet in groundnut,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
(or)

recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
groundnut leaf eating caterpillar control management ?,"ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on nutrient managemnt in ground nut ,"recommended to spray agrominimax 3 grams /1 liter of water 
 అగ్రోమిం మాక్స్ @౩గ్రాములు ఒక లీటర్ నీటికి.
అగ్రోమింమ్యాక్స్ ఎకరానికి 600 గ్రాములు 200 లీటర్ల నీటికి కలిపి పిచికారీ చేయాలి 
recommended to spray 13-0-45 @  5 grams/1 litre of water 
స్ప్రే 13-0-45 @ 5 గ్రాములు లీటరు నీటికి కలిపి  పిచికారీ చేయండి (1 kg/acre)
"
farmer asked query on pre plant protection in groundnut ?,"recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query on pre plant protection from tikka leaf spot in groundnut ?,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
 farmer asked query on bud necrosis, management in ground nut
"farmer asked query on caterpillars control in groundnut
"," recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about growth of groundnut crop,suggest to apply 100kgs zypsum and foliar spray 19:19:19 
farmer asked query on weed management in ground?,"recmmended to spray imazitapyr (basf -pursuit,weedblock) 300- ml/200 litres of water per acre 
"
stem rot management in g.nut crop,"--recommended to drench copper oxy chloride  3 grams / 1 litre of water 
కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి ."
"   farmer asked query on  pest control in ground nut - nematodes
"," recommended to apply  phorate  10g granules - 5 kg per acre   
ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
"
farmer asked queyr on fertilizer management in groundnut ,"recommended to apply mop 15 kgs/acre , gypsum 200 kgs/acre"
farmer asked query about on weed management in 22 das on ground nut ,recommended to spray imagithfir (pursuit ) 250 ml/acre
farmer asked query on fertilizers  management in groundnut ? ,recommended to spray urea 15-018 kg/ acre 
farmer asked query on combination insecticides  in ground nut,"recommended to spray thiamethoxam (12.6%) + lambdacyhalothrin (alika)  80-100 ml/200 liter of water/ acre
recommended to apply cyantraniliprole (benevia) 240ml/acre/200 lit of water
"
groundnut wonder (organic plant growth enhancers) information ? ,"packing & dosage :

 

wonder granuels are available in 5 & 30kgs and also in bulk packing and the normal dosage of wonder granules is 5-10 kgs per acre. wonder is available liquid form alsowhoch is totally water soluble and should be sprayed @ 3-4 ml per ltr. of water based on crop requirment to meet nutrients requirment at different stages of crop/plants.

 

dosage will vary based on geo & agro climatic conditions, crop &soil requirement."
farmer asked query about on kalahasthy melody management in ground nut ,recommended to apply carbofuran 3g granules 3-5 kgs/acre
  farmer asked query on how to  alkali soils management in paddy,"recommended to  alkali soils management in paddy-
growing resistant crops like swarnamukhi 
and green anure crop like -sunhemp,dhaincha, fym-1 tone/acre and gypsum-200kg/acre"
farmer asked query on tikka keaf spot management  in groudnut,recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre  
farmer asked query on late leaf spots  management in ground nut,"recommended to spray chlorothalonil (kavach,jatayu) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query  on groundnut leaf spot management ?,"ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on nematode management in ground nut,"recommended to  apply  chlorantraniliprole (fetera ) granules - 4 kgs/acre 
 క్లోరాంత్రనిలిప్రోల్ గుళికలు 4 కిలోలు /1 ఎకరాకు వేసుకోవాలి 
                                                     or
velum prime - fluopyrum 34.48% sc,@ 250 to 300 ml per acre"
groundnut  borer management ,"ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  root grub in groundnut ,"recommended to drench chlorpyrifos 6 ml/1 litre  of water 
క్లోరోఫైరిఫాస్  6 మిల్లి లీటర్లు /1 లీటరు నీటికి చొప్పున కలిపి వేర్ల దగ్గర పోయాలి 
"
farmer asked query on fertilizers management in  groundnut ? ,recommended to apply  urea 18 kg/acre  
   farmer asked query on early leaf spots control in ground nut,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on chlorantraniliprole (coragin) ?,recommended to chlorantraniliprole (coragin)  control- leaf eating cater pillares  and .borers 
farmer asked about caterpillar management in groundnut,"recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query on dosage of emamectin benzoate in groundnut ,"recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు  /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on  thrips control  in groundnut 
","recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి  
"
farmer asked query on leaf miner management and sucking pest control  in groundnut,"recommended to spray dimethoate (roger) 400 ml /200 litres of water /acre 
 డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on  late leaf spots disease control in ground nut,"recommended to spray azoxystrobin  +difenoconazole (amistar top)  300 ml/200 liters of water/acre
recommended to spray azoxystrobin+tebuconazole (custodia) 240 ml/200 litres of water / acre  
"
farmer asked about prevention of insect pest in groundnut ?,"recommended to spray azadirhachtin (neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి "
"farmer asked query on borer and caterpillar  management in  groundnut
","recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on kalahasthi melody management in ground nut ,"recommended to spray ethofenprox (trebon) 400 ml /200 litres of water /acre    400 
ఎతోఫెన్  ప్రాక్స్ మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on disease control in ground nut -leaf spot,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked  query about on tikka leaf spot  management in ground nut ,--recommended to mancozeb (dithane m-45 ) 600 gm/acre
"farmer asked query on borer and caterpillar management in groundnut
","recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
" farmer asked query on disease control in groundnut
","recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
farmer asked query on caterpillar management in ground nut ,"recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on gram pod borer  management in ground nut,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about nematodes management in groundnut ?," recommended to apply  phorate  10g granules - 5 kg per acre   
 ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
"
farmer asked about nematodes management in ground nut,suggested him to spray velam prime 250 ml per acre
groundnut alternaria leaf disease / wilt control management ?,"--recommended to spray   tebuconazole + trifloxystrobin (nativo)160 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 160  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  whitefly  management in ground nut,"recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
and
recommended to spray azadirhachtin 5 ml / 1 litre of water (1500ppm)
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
"
 farmer asked query on stem rot  disease control in ground nut,"recommended to spray tebuconazole  25.9ec (folicur) 300 ml /200 litres of water / acre  (powder 25%wg- 300gr/acre) 
టెబ్యుకొనజోల్   300ml / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on white fly management in groundnut,"recommended to spray  acephate+ imidacloprid (lancer gold) 400gm/200 lit of water/acre
"
"farmer asked query on caterpillar  management in groundnut?

","recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on sucking pest control in ground nut ,"recommended to spray tolfenpyrad 15% ec (pi-keefun) 400 ml/200 litres of water / acre    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on late leaf spots control management in ground nut,"recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on thikka leaf spot  management in groundnut?
","recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
groundnut borer control management ?,"ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
nematodes  management in groundnut,recommended to apply carbofuran 3g granules 8-10 kg/acre
farmer asked about leaf spot management in groundnut crop,recommended to spray kavach - chlorothalonil 75 % w 400g per acre
farmer asked query on tikka leaf spot management in groundnut ? ,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
nematodes management in groudnut,"recommended to apply  phorate  10g granules  5 kg per acre   
ఫోరేట్ 10 జి గుళికలు  5 కిలోలు / ఒక ఎకరాకు వేసుకోవాలి 
"
" farmer asked query on disease control in ground nut - stem rot
","recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
"  farmer asked query on compatibility of pesticides,fungicides and nutrients",for good results recommended to spray saperatly
farmer asked query about on stem rot management in ground nut ,recommended to spray hexaconazole  ( contalf ) 2ml/1 ltr of water 400 ml/200 ltrs of water /acre
"   farmer asked query on disease control in ground nut - tikka leaf spot
","recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
 farmer asked query on disease control in ground nut - tikka leaf spot,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
or
recommended to spray chlorothalonil (kavach) 400 grams / acre  
 క్లోరోతలోనిల్  400 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
groundnut white grub control management ?,సమస్య ఉన్న ప్రాంతాల్లో ఒక కిలో విత్తనానికి 6.5 మి.లీ. క్లోరిపైరిఫాస్ తో విత్తనశుద్ధి చేయాలి. ఫోరేటు 10% గుళికలు ఎకరాకు 6 కిలోలు చొప్పున ఇసుకలో కలిపి చల్లుకోవాలి
"farmer asked query on sucking pest control in  groundnut
","recommended to spray fipronil +imidacloprid (police,lesenta)100gm/ 200 liter of water/ acre
recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  "
"farmer asked query on sucking pest management in groundnut?

","recommended to spray fipronil +imidacloprid (police,lesenta)100gm/ 200 liter of water/ acre
ఫిప్రోనిల్ఇ+మిడాక్లోప్రిడ్ 100గ్రాములు    /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on emamectin benzoate ?,"recommended to emamectin benzoate controle leaf eating cater pillars .
emamectin benzoate do not effect the growt of plants"
farmer asked query about on  fertilizer schedule (flowering ) on ground nut ,recommended to apply  urea 9 kgs and zypsum
farmer asked query on leaf folder management in ground nut?,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
" farmer asked query on sucking pest control in groundnut 
","recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre  "
"farmer asked query on thikka leaf spot management in groundnut ?
","recommended to spray   tebuconazole + trifloxystrobin (nativo) 80 grams /200 litres of water /acre      
టిబ్యుకొనజొల్   +  ట్రైప్లోక్సిస్త్రోబిన్ 80  గ్రాములు /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on sucking pest and catterpiller control in  ground nut,"recommended to apply cyantraniliprole (benevia) 240ml/200liter of water/acre
or
recommended to spray thiamethoxam (12.6%) + lambdacyhalothrin (alika) 320ml/200 liter of water/ acre
"
"farmer asked query on root rot disease control in ground nut
","recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray pseudomonas-2kg /200 lits of water/acre"
farmer asked about jassids and white fly control in groundnut ?,"recommended to spray fipronil +imidacloprid (police,lesenta)100gm/ 200 liter of water/ acre
recommended to spray azadirhachtin (neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి (1500 ppm) 
"
farmer asked query on sucking pest   management in ground nut,"recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked query about collar rot management in groundnut ,"recommended to spray mancozeb  (m-45) 600 grams / 200 litres of water / acre   
మాంకోజెబ్ 600   గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
                                                              "
farmer asked query on root rot management in grondnut,"recommended to spray copper oxy chloride  (blitox)(blue copper) 600  + streptocycline   20 gram  / 200 litres of water /acre
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు  + స్టెఫ్టోసైక్లిన్ 20  గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
   farmer asked query on  late leaf spots disease control in ground nut,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about on fertilizer requirement on ground nut crop ,recommended to use zypsum 200 kgs/acre
farmer asked about stem rot and leaf spot management in groundnut ?,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about on sucking pest management in ground nut ,"recommended to spray  acephate+ imidacloprid (lancer gold) 400gm/200 lit of water/acre
"
" farmer asked query on sucking pest control in  groundnut
",recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
farmer asked query on alternaria leaf spots control in ground nut,"  recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
    ( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
"farmer asked query on disease management in groundnut
","
recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on borer and caterpillar control  in groundnut
",recommended to spray novaluron (remon) 300 ml/200 litres of water 
 farmer asked query on disease control in groundnut,"recommended to spray  propiconazole  25%ec (tilt) 200 ml /200 litres of water / acre  
"
farmer asked query on  caterpillar management in ground nut,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
