QueryText,KccAns
farmer asked query on leaf webber management  in redgram ,"recommended to spray spinosad (tracer) 75 ml/200 litres of water / acre 
స్పైనోసాడ్  75  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి  (or) 
recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
 farmer asked query on  spottd pod borer in redgram,"recommended to spray spinosad  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on  pest management in red gram- leaf webber
","recommended to spray    novaluran  (remon) 200 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on caterpillars control in red gram
","recommended to spray    novaluran  (remon) 200 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
or
recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on powdery mildew in redgram,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on leaf eating cater piller management in red gram
","నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
recommended to spray quinalphos ( syngenta- ekalux) 400 ml per acre with 200 lit of  water
"
farmer asked about pod borer control in redgram ?,"recommended to spray emamectin benzoate  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.  
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  "
farmer asked query about spotted pod borer in redgram,recommended to spray quinolphos @ 400 ml per 200 liters of water per acre.
farmer asked about sucking pest in red gram," recommended to spray acephate(arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి 
ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on pod borer management in red gram ,"recommended to spray carbosulfan  (marshal ) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about mite management in red gram ?," recommended to spray  spiromesifen  (oberon) 200 ml/200 litres of water /acre 
స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on leaf (guudu) folding management in red gram ,recommended to spray monocrotophos 320 ml/acre red gram (guudu  purugu )management 
red gram weed management  40 days ,recommended to hand weeding is the best method 
farmer asked query on  caterpillar management in red gram - leaf webber,"recommended to spray    novaluran  (remon) 200 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked query on gram pod borer management in redgram,"recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
 farmer asked query on borer and caterpillar management in redgram,"
recommended to spray spinosad (tracer) 75 ml/200 litres of water / acre 
స్పైనోసాడ్  75  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 


"
farmer asked query on  spotted pod borer management in redgram,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"redgram 
gram pod borer control management","ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on spiny pod borer management in redgram,"recommended to spray flubendiamide  (fame) 12-15 ml /60 litres of water  
ఫ్లూబెండమైడ్   12-15 ml /60 లీటర్ల నీటికి చొప్పున కలిపి   పిచికారి చేయాలి 
"
 farmer asked query on  spotted podborer,"recommended to spray spinosad  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on  pod borer in redgram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on pigeonpea sterility mosaic virus management in pigeonpea
","recommended to spray  ethion  (phosmit) 300 ml /200 litres of water /acre  
ఇథియాన్ 300 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray  propargite   (omite/simba) 200 ml /200 litres of water / acre  
ప్రాపర్గైట్  200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray  spiromesifen  (oberon) 200 ml/200 litres of water /acre స్పైరోమైసిఫెన్ 200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
red gram root rot control management ,"మెటలాక్సిల్  200 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  midge management in red gram,"recommended to spray carbosulfan  (marshal ) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on pest management in red gram - leaf webber ,"recommended to spray    novaluran  (remon) 200 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
or
 recommended to spray thiodicarb (larvin) 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
"   farmer asked query on borer  management in  red gram
","recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
red gram wilt  control management ,"కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి 
"
"   farmer asked query on sucking pest control in red gram
","recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   
థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on pod borer in redgram ,"recommended to spray spinosad  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి (or)

recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on  spotted pod borer in redgram ,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి (or)
recommended to spray spinosad  60ml/200 litres of water / acre 
స్పైనోసాడ్  60  మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపిఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  leaf spot in redgram ,"recommended to spray propiconazole  (tilt)  200 ml / 200 litres of water /acre  
ప్రొపికొనజోల్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలిy on"
farmer asked query on powdery mildew management in redgram,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked about spodoptera in redgram,recommended to spray quinalphos ( syngenta- ekalux) 400 ml per acre with 200 lit of  water
farmer asked query about can we spray phendal in cotton , recommended to spray phendal in cotton certainly
farmer asked query about on leaf gall fly management,monocrotophos 1.6 ml/ 1 ltr of water
farmer asked query about on maruca control in redgram,recommended to spray chloripyriphos 2.5 ml/ 1 ltr of water
farmer asked query on nutrient management red gram - flower dropping,"recommended to spray naphthalene acetic acid (planofix) 50 ml/ 200 litres of water 1 ml/ 4.5 liter of water /acre   పూత పిందె రాలకుండా -నాప్తలీన్ అసిటిక్ ఆసిడ్(ప్లానోఫిక్స్ ) 50 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరా కు పిచికారి చేయాలి 
"
farmer asked query about caterpillar or borer  management in redgram.,"recommended to spray azadirhachtin (neem seed kernal oil )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి 
recommended  to spray quinolphos @ 400 ml per 200 liters of water per acre."
farmer asked about caterpillar control in red gram ?,"recommended to spray emamectin benzoate (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query on pod borer  management in red gram,"recommended to spray carbosulfan  (marshal ) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on borer  management in red gram,"recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
red gram  fertilizer management ,-
red gram varieties information ,"red gram varieties ; l r g -41 , asha maruthi w r g - 27"
best redgram varieties information ,"--best redgram varieties ; l r g -41, lakshmi, asha, maruti, rudreshwara, ujwala"
"weed management in red gram and green gram, black gram,soyabean crop","recmmended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	"
weed management in redgram sown after 15 days crop ,"recmmended to spray imazitapyr (basf -pursuit,weedblock) 300- 400 ml/200 litres of water per acre "
 farmer asked query on weed management in red gram, పెండిమెథాలిన్(స్టాంప్)   1  లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
red gram weed management ,recommended to spray pendimethalin extra 38.7% 700 ml /200 litres of water acre  
pluemoth management in red gram ,recommended to spray quinalphos ( syngenta- ekalux) 400 ml per acre with 200 lit of  water
fertilizer application in red gram and soya inter crop ,recommended to apply dap-50kg or 20.20.0.13@100kg/acre and mop-15kg/acre
best sowing time of redgram for vanakalam ,best sowing time of redgram 
pod borer managment in red gram,ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"farmer asked query about  pod borer management in redgram

","recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   -కంది లో పురుగుకి--.నొవాల్యురాన్ + ఇండాక్సకార్బ్ (ప్లితోరా) 350 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి .
"
pod borer managemnet in  red gram crop,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
borers managment in red gram crop," recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
root rot in bengal gram management ,--కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి .
redgram wilt managemenmt ,--కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి ..
red gram  mite  management ,-
query on pod fly management in red gram,"recommended to spray dimethoate (roger)400 ml /200 litres of water /acre                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                                     
 డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి"
pod borer management in red gram crop ,"recommended to spray chlorantraniliprole (coragin) 60 ml/200 litres of water / acre   
క్లోరంట్రానిలిప్రోల్ (కొరాజిన్) 60 ml/200 లీటర్ల నీరు / ఎకరానికి  కలిపి పిచికారీ చేయండి"
query on caterpillar management in red gram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.

and

recommended to spray neem oil 1500 ppm 1 liter /acre in 200 liter water
వేపనూనె 1500 ppm 1 లీటర్  200 లీటర్ల నీటిలో కలిపి  ఒక ఎకరాకు పిచికారి చేయండి"
farmer asked query on dose of nagarjuna profenofos 40% cypermethrin 4% ec profex super insecticide,"recommended to  nagarjuna profenofos 40% cypermethrin 4% ec profex super insecticide
1 లీటరు నీటికి 2ml,  
ఎకరానికి 350-400ml 180-200 లీటర్ల  నీరు"
"farmer asked query about flower and fruit dropping management in redgram?
","recommended to spray naphthalene acetic acid (planofix) 40 ml / 200 litres of water 
పూత పిందె రాలకుండా - నాప్తలీన్ అసిటిక్ ఆసిడ్ (ప్లానోఫిక్స్ ) 40 మిల్లి లీటర్లు  200 లీటర్ల నీటికి చొప్పున కలిపి 1 ఎకరాకు పిచికారి చేయాలి "
borers management in red gram crop ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి."
wilt management in red gram crop,"recommended to drench copper oxy chloride  3 grams / 1 litre of water 
కాపర్ ఆక్సీక్లోరైడ్ 3 గ్రాములు / లీటర్ నీటిలో కలిపి మొక్క మొదల్ల దగ్గర పోయాలి ."
red gram  mite management ,- 
dosage of  danitol insecticide information ,dosage: 400 - 500 ml per acre. method of application: make a solution of the recommended dose of danitol in 200 litres of water per acre and spray. cotton.
"farmer asked query on  maruca larva  control in red gram 
","recommended to spray    novaluran  300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
"farmer asked query on fertilizer management in redgram
","
ఎరువులు : చివరి దుక్కిలో ఎకరానికి రెండు టన్నుల పశువుల ఎరువును వేయాలి. 16 కిలోల నజ్రతని, 20 కిలోల భాస్వరానిచ్చే ఎరువులను ఒక ఎకరానికి వేయాలి. 8 కిలోల నత్రజని, 20 కిలోల భాస్వరం ఎరువులను దుక్కిలో వేయాలి. మిగతా 8 కిలోల నత్రజనిని పై పాటుగా 40-45 రోజులప్పడు వేయాలి"
fertilizer management in red gram crop,"రాసాయనికి ఎరవులు : తొలకరి కందికి ఎకరాకు 8 కిలోల నత్రజని, 20 కిలోల భాస్వరంనిచ్చే ఎరవులు ఆఖరి దుక్కిలో వేసుకోవాలి, అనగా 18 కిలోల యూరియా, 125 కిలోల సింగల్ సూపర్ ఫాస్పెట్ లేదా 50 కిలోల డి.ఎ.పి.ని. వాడాలి. రబీ కందికి 16 కిలోల నత్రజని, 20 కిలోల భాస్వరంనిచ్చే ఎరువులు వేయాలి. భుసార పరీక్షా ఆధారంగా రసాయనిక ఎరువులు వేసుకోవాలి."
pod borer in redgram management,క్లోరంట్రానిలిప్రోల్ (కొరాజిన్) 60 ml/200 లీటర్ల నీరు / ఎకరానికి  కలిపి పిచికారీ చేయండి
"
 farmer asked query on caterpillars management in red gram ","recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
nutrient management in redgram ,పొటాషియం  నైట్రేట్  13-0-45 @ 5 గ్రాములు +  అగ్రోమిం మాక్స్ @ 3 గ్రాములు లీటరు నీటికి లలిపి ఎకరాకు పిచికారీ చేయండి. 
"farmer asked query on sucking pest and borer management in
","recommended to spray lambda cyhalothrin (karate) 400 ml /200 litres of water / acre 
లాంబ్డా సైహలోత్రిన్ (కరాటె) 400 మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked query on  mealy bug control in red gram,"recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
"farmer asked query on caterpilars/borer management in redgram
",(ప్రొఫెనోఫాస్ 40% సైపర్‌మెత్రిన్ 4% ec) 400 ml/200 లీటర్ల నీరు/ఎకరం పిచికారీ చేయడానికి సిఫార్సు చేయబడింది 
sucking pest management in red gram crop ,recommended to spray  fipronil  +imidacloprid (police) 100 grams/200 litres of water /acre  
dosage of coragin chemical information ,-- క్లోరంట్రానిలిప్రోల్ (కొరాజిన్) 60 ml/200 లీటర్ల నీరు / ఎకరానికి పిచికారీ చేయాలి.
pod borer in redgram management ,ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
 farmer asked query on caterpillars management in red gram ,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
sucking pest mangement in redgram,"recommended to spray dimethoate (rogore) 400 ml /200 litres of water /acre 
 డైమిథోయేట్ (రోగర్) 400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
borers management in red gram crop,"recommended to spray emamectin benzoate  (proclaim) 100grams /200 litres of water / acre    
ఎమామెక్టిన్  బెంజోయేట్  100 గ్రాములు/200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి."
 farmer asked query on borer  control  in redgram,"recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
incomplete call--call disconnected,incomplete call --please call back
farmer asked query about on pod borer management in red gram ,recommended to spray chlorpyriphos 2.5 ml/1 ltr of water 500 ml/200 ltrs of water /acre
"  farmer asked query on sucking pest control in redgram
","recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి  
"
farmer asked about caterpillar management in redgram,recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
farmer asked query on sucking pest  management in red gram,recommended to spray thiamethoxam (actara/crulser) 40 grams /200 litres of water / acre   థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
farmer asked about midge fly management in redgram,suggest to spray neem oil 5ml per lit water
"  farmer asked query on borer  control  in red gram
","recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about on iamgithfir dosage?,recommended to spray imagithfir 250 ml/acre 2.5 ml/1 ltr of water
red gram mealy bug control management ?," ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on  gram pod borer  control in red gram,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
redgram leaf folder and cotton pink bollworm management,లాంబ్డా సైహలోత్రిన్ + క్లోరాంత్రినిప్రోల్ 80-100 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"farmer asked query on caterpillar control in redgram
","recommended to spray emamectin benzoate (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి. "
farmer asked query on   fertilizers application  in red gram,recommended to urea-30kg+mop-15-20kg/acre in red gram
 farmer asked query on  red gram borer control management ?," ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయా
"
farmer asked query on gram pod borer management in red gram ? ,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
red gram sucking pest control management ?,"థయోమిథాక్జొమ్ 40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about caterpillar(pod borer ) management in redgram?,"recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about disease management in  redgram?,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about spotted borer management in red gram ?,recommended  to spray emamectin benzoate 0.4 gm/1 ltr of water 80 gm/acre
farmer asked query about on spotted borer management in red gram ?,recommended to spray chlorpyriphos 2.5 ml/1 ltr of water 500 ml/acre
farmer asked query on weed management in redgram ,"herbicides are not recommended after 25 days of palnting/sowing
మొక్కలు నాటడం/విత్తిన 25 రోజుల తర్వాత హెర్బిసైడ్‌లు సిఫార్సు చేయబడవు"
farmer asked query on leaf folder management in red gram ? ,"recommended to spray quinalphos ( syngenta- ekalux) 400 ml per acre with 200 lit of  water
"
farmer asked query on  leaf eating caterpillar  control in redgram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked about wilt management in red gram ?,"there is no chemical control for wilt 
have to cultivate resistant varieties and go for crop rotation with jowar or tobacco"
farmer asked query about on tobacco caterpillar  management in red gram ?,"recommended to spray  quinalphos 25% ec (ekalux) 300ml to 400ml /200 liter of water/acre
"
farmer asked query on spotted pod borer   control  in red gram,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
   farmer asked query on  dry root rot disease control in redgram,"recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre  "
farmer asked query about on pod borer management in red gram ?,recommended to spray chlorpyriphos 2.5 ml/1 ltr of water 500 ml/acre
"farmer asked query on caterpillar(helicoverpa)  management in redgram ?
","recommended to spray novaluron (remon) 300 ml/200 litres of water /acre
"
farmer asked query about collar rot management in redgram ,"recommended to spray copper oxy chloride  (blitox,blue copper) 600  gm /200 litres of water / acre.  

"
"farmer asked query on cater pillar (helicoverpa)   management in red gram ?
","recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
