QueryText,KccAns
farmer asked management of diseases in black gram,"recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked query about sucking pest management in black gram,"recommended to spray acephate(arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query on seed treatment of black gram,"recommended to  seed treatment of black gram-
seed treatment with fungicide - captan/thiram /mancozeb 3 grams  ; 
seeed treatment with insecticide -imidacloprid 5ml  (sucking pests) /1 kg of seeds, 
"
"farmer asked query on weed management in black gram
","recommended to spray quizalofop-p-ethyl (dhanuka -targa super) 400 ml/200 lits of water 
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on aphids in black gram
","recommended to spray acephate(arthin) 300 grams/ 200 litres of water / acre 
అసిపేట్ 300 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి +  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  

"
farmer asked about borer control in black gram ? ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
" farmer asked query on weed management in blackgram
","recommended to spray pendimethalin 30% (stamp) 1 litre /200 litres of water/ acre 
 పెండిమెథాలిన్(స్టాంప్)   1  లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked about midge fly in black gram,"recommended to spray chlorantraniliprole (coragin) 60 ml/150 litres of water / acre    క్లోరాంత్రనిలిప్రోల్  60 మిల్లి లీటర్లు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి
"
" farmer asked query on powderymildew in  blackgram
","recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray propiconazole (tilt) 200 ml/200 liters of water."
" farmer asked query on whiteflies management in blackgram
","recommended to spray difenthiuron(pegasus) 240 gm /150 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /150 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
" farmer asked query on spiny pod borer management in blackgram
","recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on    tobacco caterpillaer in  black gram ,recommended to spray novaluron(remon) 300 ml/200 litres of water/acre 
farmer asked query about on tobacco caterpillar management in black gram ,recommended to spray monocrotophos 36%s.l  500 ml/200 ltrs of water/acre
farmer asked query on  usage of antrocol in black gram," recommended to spray antracol®
propineb 70% wp"
farmer asked query about on helicoverpa management in black gram ,recommended to spray indoxycarb 14.5%s.c 1ml/1 ltr of water 
farmer asked query on mixing of chemicals,recommended to do not mix pesticides with fungicides and nutrients
farmer asked query on chlorpyriphos,recommended to chlorpyriphos is a  pesticide
farmer asked query on spraying of chlorpyriphos,recommended to already you sprayed remon  so chlorpyriphos is not work effectively
farmer asked about neem oil dosage in blackgram,suggest him to spray 1000ml per acre
farmer asked query on white fly management in black gram,"recommended to spray acetamiprid(pride)   40 grams  /200 litres of water /acre 
అసిటామిప్రైడ్   40 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on plithora dosage in black gram,recommended to spray  novaluron+indoxacarb  (plithora) 350 ml / 200 litres of water / acre   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
   farmer asked query on sucking pest  management in blackgram,"
 
recommended to spray  (quinalphos 25% ec) (syngenta ekalux ) 2ml/ 1 liter 400 ml / acre"
farmer asked query about rust management in blackgram,"recommended to spray tridemorph   (callxin) 200 ml /200 litres of water / acre  
ట్రైడిమార్ఫ్  200 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on  flea beetle  in  blackgram ,"--recommended to spray  chlorpyrifos  (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query about how many days after spraying of weedicide ,seeds can be sown ?",recommended to sow seeds 15 days after  spraying weedicide.
 farmer asked query on  caterpillars  management in black gram ,"recommended to spray emamectin benzoate  (proclaim) 90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on weed management in  blackgram
","no herbicides after 25 days of sowing
only manual weeding"
 farmer asked query on aphid  control in black gram,"recommended to spray tolfenpyrad 15% ec (pi-keefun) 400 ml/200 litres of water / acre    
టోల్ ఫెన్ ఫైరాడ్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
  farmer asked query on weed  management in black gram -pre emergence,"recommended to spray pendimethalin 30% (stamp) 1 litre /200 litres of water/ acre 
 పెండిమెథాలిన్(స్టాంప్)   1  లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on  powdery mildew in black gram,"recommended to spray  difenoconazole  (score)  100 ml /200 litres of water /acre   
డైఫెనకోనజోల్   100 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపిఎకరాకు పిచికారి చేయాలి       (or)                                                                                                                                                                                                    
recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about on pendimithalin dosage in paddy ,"recommended to spray pendimethalin (stamp) 1 litre /200 litres of water acre 
 పెండిమెథాలిన్(స్టాంప్)   1  లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	 
"
"farmer asked query on borer management in black gram 
","recommended to spray profenofos (curacron) 400 ml/200 litres of water /  acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
   farmer asked query on sucking pest control in black gram,"recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin ( neem seed kernal oil )  1 litre  /200 litres of water /acre( 10000ppm-600-800ml/acre) 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query on spotted pod borer management in blackgram?,"recommended to spray novaluron (remon) 300 ml/200 litres of water /acre
"
farmer asked query on sucking pest(whitefly) management in blackgram?,"recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre  
"
farmer asked query about on flea beetles management in black gram ,recommended to spray chlorpyriphos 2.5 ml/1 ltr of water 500ml/acre
farmer asked query about on biovita dosage per acre,recommended to spray biovita 1ml/1 ltr of water 200 ml/200 ltrs of water/acre
farmer asked about aphids control in black gram ?,"recommended to spray dimethoate (roger)  400 ml /200 litres of water /acre 
 డైమిథోయేట్  400 మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  (1500 ppm)
"
"farmer asked query on caterpillar management in blackgram
","recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on white fly management in urd bean,recommended to spray lancer gold (acephate + imidacloprid) 400grams/200 liter of water/acre
farmer asked query on spotted pod borer manaement in black gram?,"recommended to spray belt  expert ( flubendamide  + thiachloprid ) @ 80 ml per acre/200 lit of water
"
farmer asked query on weed maanagement in black gram ,"recommended to spray quizalofop-p-ethyl (targa super) 400 ml/200 litres of water
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి -"
farmer asked query on fertilizer management in blackgram and green gram ? ,recommended to apply urea- 8 kg and dap - 20 kg /acer  
black gram root rot control management ?,"recommended to spray propiconazole (tilt) 200 ml/200 liters of water/acre
soil application p. fluorescens or t. viride – 2.5 kg / ha + 50 kg of well decomposed fym or sand at 30 days after sowing."
farmer asked query about on weed management in black gram ,recommended to spray turga super 400 ml/acre
farmer asked query on midge fly management in urdbean,"recommended to spray carbosulfan  (marshal ) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on pod borer management in urd bean," recommended to spray  chlorpyrifos  (coraban/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
or
recommended to spray carbosulfan  (marshal ) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 

"
farmer asked query on borer and caterpillar management in black gram,"recommended to spray flubendiamide  (fame) 40 ml /200 litres of water / acre  
ఫ్లూబెండమైడ్   40 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
or
tata takumi (flubendiamide 20% wg) for control of stem borer,leaf folder,pod borer,semi lopper etc.|dose: 1 gm/litre water"
black gram nematode control management ?,"summer ploughing of fields during hot months.recommended  to apply carbofuran 3g granules 8 to 12 kg per acre

crop rotation with non host crops for 2-3 years.
soil application of pseudomonas fluorescens or trichoderma viride @ 2.5 kg/ha at the time of sowing.
seed treatment with pseudomonas fluorescens and trichoderma viride @ 5 + 5g/kg seed."
farmer asked how to overcome ver irrigation in groundnut crop,suggest him to spray potassium nitrate 5g per lit water
"farmer asked query on sucking pest(white fly, jassids) management in black gram?","recommended to spray  fipronil  +imidacloprid (police, lesenta) 100 grams/200 litres of water /acre  
"
farmer asked query on mite management in black gram ,"recommended to spray profenofos (curacron) 400 ml/200 litres of water / acre 
 ప్రోఫెనోఫాస్  400 మిల్లి లీటర్లు   /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి."
farmer asked about weed management in black gram at 70 days  age,suggest him to do inter cultivation
" farmer asked query on fertilizers  management in black gram
","recommended to apply urea 8 kgs/acre , potash 10 kgs/acre"
  farmer asked query on  anthracnose disease management in black gram,"recommended to spray azoxystrobin+tebuconazole (custodia) 240 ml/200 litres of water / acre  
 అజాక్సిస్త్రోబిన్ +టెబ్యుకొనజోల్  240 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked query on pod borer management in black gram ?,"-recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked query on  borers on and caterpillar management  black gram ?,"recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on powdery  mildew  management in black gram,"recommended to spray iprovalicarb + propineb   500-600 grams /200 litres of water /acre  
    ఇప్రోవలికార్బ్  +   ప్రోపినెబ్  500-600  గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray (hexaconazole+zineb) (avtar) 500 grams / 150 litres of water /acre  
  ( హెక్సాకొనజోల్   + జినెబ్)  500 గ్రాములు /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about can  insecticide and gibberillic acid mixed and sprayed in blackgram,recommended to spray  insecticide and gibberillic acid separately.
black gram yellow vein mosayic management ," ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query about thrips management in blackgram,"recommended to spray azadirhachtin 5 ml / 1 litre of water 
  వేప నూనె 5 మిల్లి లీటర్లు / 1  లీటర్ నీటికి  చొప్పున   కలిపి   పిచికారి చేయాలి  
recommended to spray  fipronil (regent) 400 ml / 200 litres of water /acre  
"
farmer asked query on gram pod borer management ?,"-recommended to spray novaluran (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి."
"
  farmer asked query on gram pod borer control in black gram
"," recommended to spray emamectin benzoate   (proclaim )  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  black gram  caterpillar control management ? ,"   నొవాల్యురాన్ + ఇండాక్సకార్బ్     350 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
  farmer asked query on spiny pod borer  control in black gram,"recommended to spray emamectin benzoate   (proclaim )  90 grams /150 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
 farmer asked query on anthracnose  disease management in black gram,"-recommended to spray ( carbendazim +mancozeb ) (saaf) 400gm / 200 lit of water /acre
( కార్బెండజిం + మాంకోజెబ్ ) 400 గ్రాములు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి.
"
farmer asked about dithane m-45 uses and dose to spray in black gram ?," dithane m-45  - it is a broad spectrum fungicide and is registered for the control of many fungal diseases like blight, leafspot, rust, downy mildew, scab, leaf blight, anthracnose
dose- 3 gm per liter of water"
"farmer asked query on borer management in  black gram 
","recommended to spray flubendiamide  125 grams /200 litres of water /  acre  
ఫ్లూబెండమైడ్  125 గ్రాములు   /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on sowing time of black gram 
","in summer, sowing should be done from third week of feb. to first week of april"
  farmer asked query on spinny  pod borer control in black gram,"recommended to spray emamectin benzoate   (proclaim )  90 grams /150-200 litres of water / acre  
ఎమామెక్టిన్  బెంజోయేట్  90 గ్రాములు   /150-200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked query on  damping off disease management in black gram,"--  recommended to spray copper oxy chloride  (blitox)(blue copper) 600  gm /200 litres of water / acre  
కాపర్ ఆక్సీక్లోరైడ్  600 గ్రాములు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి 
"
black gram weed management 35-40 days ,recommended to hand weeding is the best method 
farmer asked query on powdery mildew management in blackgram,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
 farmer asked query on yellow mosaic management in  black gram,recommended to arrange sticky traps-15 /acre in black gram
"
  farmer asked query on  mite  management in black gram
","recommended to spray  propargite   (omite/simba) 200 ml /200 litres of water / acre  
ప్రాపర్గైట్  200  మిల్లి లీటర్లు  /200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
farmer asked query about  powdery mildew disease management in black gram,"recommended to spray myclobutanil (index) 150gm /acre 
or
recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి

"
farmer asked query on weed management in black gram15-20 das ?,"recommended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
"
  farmer asked query on  powdery mildew disease management in black gram,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి"
   farmer asked query on sucking pest management in  black gram,"recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి "
farmer asked query about aphid management in blackgram.,"recommended to spray imidacloprid (confidor) 60 ml /200 liters of water/ 1 acre.
ఇమిడాక్లోప్రిడ్ అనే మందును ఎకరాకు 60 మిల్లి లేటర్లను 200 లీటర్ల నీటిలో కలిపి పిచికారీ చేయండి 
recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query on leaf crinkle management in black gram ?,"-recommended to spray fipronil (regent) 400 ml / 200 litres of water /acre  
 ఫిప్రోనిల్ 400  మిల్లి లీటర్లు /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి ."
" farmer asked query on disease management in powdery mildew in black gram ?
","recommended to spray thiophanate methyl (topsin-m) 200 grams/200 litres of water / acre( powdery mildew )
 chemical composition: iprovalicarb 5.5% + propineb 61.25% w/w wp; dosage: 600 gm/acre(melody duo) bayer"
"farmer asked query on disease management in black gram -powdery mildew 
","recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
or
recommended to spray myclobutanil ( index ) 150gm /acre 
"
farmer asked query on  borers in black gram,"technical name	flubendiamide 19.92% + thiacloprid 19.92% w/w sc (480 sc)
brand	bayer belt expert 100ml per acre"
"farmer asked query on disease management in black gram - powdery mildew
",recommended to spray hexaconazole ( contaf ) 400 ml/acre per 200 lt water
" farmer asked query on   black gram crop mistake spraying 2,4-d salt ",recommended to spray sugar water &  urea 5-10 grams liter of water r 
farmer asked query about powdery mildew management  in blackgram,"recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"
  farmer asked query on varieties of black gram ? 
","l 35-5, t 9, pant u 30, lbg 17 (rabi), lbg 20, ps 1. lbg 623, lbg 402, tbg 129 , lbg 787"
"farmer asked query on borer  management in?
black gram","నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 300 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
డైక్లోరోవాస్ 250  మిల్లి లీటర్లు / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"  farmer asked query on  borers on and caterpillar management  in back gram
"," recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on powdery mildew in black gram 
",recommended to spray (hexaconazole 400 ml/200 litres of water per acre
"farmer asked query on disease management in black gram -powdery mildew
","recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on rust management in black gram,"-recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
farmer asked query on neem oil dosage ?,"-recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  ."
farmer asked query on caterpillar management in black gram ? ,"-recommended to spray thiodicarb (larvin) 1.5 gram / 1 liter of water 300 gr 200 litres of water / acre   
థయోడికార్బ్ 300 గ్రాములు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి.
-recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  ."
farmer asked query about sucking pest management in blackgram ,"recommended to spray difenthiuron (pegasus) 240 gm /200 litres of water /acre 
డిఫెంతియూరోన్ 240 గ్రాములు /200 లీటరు నీటికి కలిపి ఎకరానికి పిచికారీ చేయాలి 
"
farmer asked query about anthracnose management in blackgram,"recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"
  farmer asked query on cercospora leaf spots  disease management in black gram
","recommended to spray  difenoconazole  (score)  100 ml /200 litres of water /acre   
డైఫెనకోనజోల్   100 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపిఎకరాకు పిచికారి చేయాలి                                                                                                                                                                                                           "
farmer asked query on powdery mildew in black gram ,"recommended to spray myclobutanil ( index ) 150gm /acre 
"
farmer asked query on powery mildew  mangement in  black gram,"recommended to spray  hexaconazole  (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on  pest management in black gram-midge fly
","recommended to spray carbosulfan (marshal) 400 ml /200 litres of water /acre 
 కార్బోసల్ఫాన్ (మార్షల్ )  400 మిల్లి లీటర్లు   /  200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి 
"
"farmer asked query on nutrient management in black gram 
","recommended to spray borax 3 grams/1 litre of water
"
"farmer asked query on nutrient management in black gram crop 
","recommended to spray potassium nitrate 13-0-45 @ 5 grams/1 liter of water.
"
farmer asked query on weed managtemnt in black gram-25 days crop,"recmmended to spray imazitapyr (pursuit) 300- 400 ml/200 litres of water per acre 
ఇమాజితాపైర్ ( పర్ సూట్  ) 300-400 మిల్లి లీటర్లు     /200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి	
or
 recommended to spray quizalofop-p-ethyl (targa super) 400 ml/200 litres of water
క్విజలోఫాప్-పి -ఇథైల్ 400  మిల్లి లీటర్లు (టర్గా సూపర్)/200 లీటర్ల నీటికి చొప్పున కలిపి ఒక ఎకరాకు పిచికారి చేయాలి
"
farmer asked query about moth management in blackgram ," recommended to spray chlorpyrifos (corabon/predator) 500 ml/200 litres of water / acre
 క్లోరోఫైరిఫాస్   500 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
recommended to spray azadirhachtin (neem seed kernal oil) 1 litre /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query about leaf spot management in blackgram,"recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
"farmer asked query on disease management in black gram- rust 
","recommended to spray (hexaconazole)400 grams / 200 litres of water /acre  
  ( హెక్సాకొనజోల్)  400 ml /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక ఎకరాకు పిచికారి చేయాలి 
"
farmer asked about spotted pod borer and tobacco caterpillar control in black gram ?,"recommended to spray    novaluran  (remon) 300 ml /200 litres of water / acre  
నొవాల్యురాన్  300 మిల్లి లీటర్లు   / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
recommended to spray azadirhachtin ( neem seed kernal extract )  1 litre  /200 litres of water /acre 
 వేప నూనె 1 లీటర్ /200 లీటర్ల నీటికి చొప్పున కలిపి  ఒక  ఎకరాకు  పిచికారి చేయాలి  
"
farmer asked query on disease management in black gram - powdery mildew,"recommended to spray hexaconazole (contaf) 400 ml /200 litres of water / acre  
హెక్సాకొనజోల్   400 మిల్లి లీటర్లు  / 200 లీటర్ల నీటికి చొప్పున కలిపి ఎకరాకు పిచికారి చేయాలి
"
